ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory
438,72,20,13-09-2023,5,Five stars for the quick delivery.,Positive
439,67,11,11-11-2025,3,"The product is okay, but the instructions were unclear.",Neutral
440,93,7,22-07-2023,3,Not worth the money.,Neutral
441,12,6,03-09-2023,1,Product did  not meet my expectations.,Negative
442,28,8,06-04-2025,1,The product stopped working after a month.,Negative
443,37,13,19-01-2024,3,"Good quality, but could be cheaper.",Neutral
444,22,16,20-10-2023,5,The build quality is impressive.,Positive
445,25,14,27-05-2023,3,"Good quality, but could be cheaper.",Neutral
446,84,14,10-06-2025,5,The quality is top-notch.,Positive
447,38,2,19-08-2024,4,Shipping  was fast and the item was well-packaged.,Positive
448,75,12,25-12-2025,4,"Excellent product, highly recommend!",Positive
449,43,14,10-03-2024,5,Shipping was fast and the item was well-packaged.,Positive
450,92,4,04-08-2024,5,Amazing value for the price.,Positive
451,68,11,18-04-2023,5,"Excellent product, highly recommend!",Positive
452,42,19,28-08-2024,4,"Good quality, but could be cheaper.",Positive
453,100,2,23-04-2023,4,Customer support was very helpful.,Positive
454,27,9,17-09-2025,4,Customer support  was very helpful.,Positive
455,79,20,30-07-2024,3,"The product is okay, but the instructions were unclear.",Neutral
456,2,1,09-01-2024,2,Product did not meet my expectations.,Negative
457,29,1,12-12-2024,3,"The product is okay, but the instructions were unclear.",Neutral
458,42,20,05-07-2025,4,"Good quality, but could be cheaper.",Positive
459,90,17,16-06-2023,4,Five stars for the quick delivery.,Positive
460,92,16,09-08-2025,4,"Good quality, but could be cheaper.",Positive
461,66,5,11-10-2025,4,The quality is top-notch.,Positive
462,85,14,02-02-2023,5,The  build quality is impressive.,Positive
463,5,2,02-11-2025,3,"Great purchase, very  satisfied.",Neutral
464,73,11,28-05-2024,4,"Great purchase, very  satisfied.",Positive
465,43,12,14-12-2025,1,Disappointed  with the performance.,Negative
466,49,16,16-02-2023,5,Shipping was fast and the item was well-packaged.,Positive
467,29,16,16-07-2023,3,"The product is okay, but the instructions were unclear.",Neutral
468,12,12,09-01-2024,5,"Excellent product, highly recommend!",Positive
469,54,13,06-10-2023,4,Customer support was very helpful.,Positive
470,46,1,24-10-2025,4,Customer support was very helpful.,Positive
471,88,4,26-04-2024,5,The quality is top-notch.,Positive
472,69,8,05-12-2024,4,Shipping was fast and the item was well-packaged.,Positive
473,7,19,03-08-2024,1,The product arrived late.,Negative
474,47,20,31-05-2025,3,"Good quality, but could be cheaper.",Neutral
475,74,20,18-04-2023,4,The quality is top-notch.,Positive
476,54,10,12-12-2023,4,Customer support  was very helpful.,Positive
477,91,10,25-04-2025,4,The  quality is top-notch.,Positive
478,79,6,23-07-2023,5,The build quality is impressive.,Positive
479,7,13,28-12-2024,4,Customer support was very helpful.,Positive
480,90,9,22-07-2023,5,"Great purchase, very satisfied.",Positive
481,21,2,02-12-2024,4,Shipping was fast and the item was well-packaged.,Positive
482,49,10,11-07-2025,5,Amazing value for the price.,Positive
483,28,20,29-06-2024,2,The product arrived late.,Negative
484,36,10,22-08-2023,1,The product arrived late.,Negative
485,66,18,10-06-2025,5,"I love this product, will buy again!",Positive
486,44,3,20-01-2024,3,Not worth the money.,Neutral
487,78,3,01-05-2025,1,I had a bad experience with this product.,Negative
488,89,12,24-02-2025,5,Exceeded my expectations!,Positive
489,15,8,09-11-2023,4,Five stars  for the quick delivery.,Positive
490,46,11,05-07-2025,4,Five stars for the quick delivery.,Positive
491,59,6,22-06-2023,4,"Great purchase, very satisfied.",Positive
492,94,20,19-03-2025,2,"The product is okay, but the instructions were unclear.",Negative
493,26,2,16-07-2024,5,"I love this product, will buy again!",Positive
494,2,13,25-05-2025,5,Five stars for the quick delivery.,Positive
495,56,7,26-04-2023,4,Customer support was very helpful.,Positive
496,87,1,29-01-2024,5,Exceeded my expectations!,Positive
497,90,6,21-02-2024,4,Customer support was very helpful.,Positive
498,81,17,17-01-2025,3,"The product is okay, but the instructions were unclear.",Neutral
499,72,6,26-08-2024,4,Shipping was fast and the item was well-packaged.,Positive
500,57,9,20-12-2025,2,Not worth the money.,Negative
501,39,12,01-12-2023,4,Customer support was  very helpful.,Positive
502,5,1,10-11-2025,2,Product  did not meet my expectations.,Negative
503,5,16,03-07-2024,2,Product did not meet  my expectations.,Negative
504,35,8,18-01-2024,4,Five stars for the quick delivery.,Positive
505,82,2,11-07-2024,5,"Great purchase, very satisfied.",Positive
506,80,8,19-10-2025,2,"Average experience,  nothing special.",Negative
507,66,3,10-12-2024,3,Customer support  was very helpful.,Neutral
508,64,14,19-01-2025,3,"Good quality, but could be  cheaper.",Neutral
509,5,11,25-05-2024,5,The quality is top-notch.,Positive
510,20,6,05-11-2024,4,"Great purchase, very satisfied.",Positive
511,55,15,01-04-2025,1,Not  worth the money.,Negative
512,11,1,15-01-2025,3,Shipping was fast and the item was well-packaged.,Neutral
513,21,3,09-11-2025,5,Amazing value  for the price.,Positive
514,72,15,18-06-2023,2,"Average experience, nothing special.",Negative
515,89,3,06-12-2024,3,"The product is okay, but the instructions were unclear.",Neutral
516,46,18,03-01-2025,4,The quality  is top-notch.,Positive
517,29,4,30-03-2024,5,"Great purchase, very  satisfied.",Positive
518,17,12,27-04-2024,4,"Good quality, but could be cheaper.",Positive
519,58,4,06-03-2023,3,"The product is okay, but the instructions were unclear.",Neutral
520,63,1,24-08-2024,3,"Good quality, but could be cheaper.",Neutral
521,47,5,31-03-2024,2,Product did not meet my expectations.,Negative
522,8,10,04-08-2023,1,Product  did not meet my expectations.,Negative
523,8,12,07-12-2023,5,Shipping was fast and the item was well-packaged.,Positive
524,27,4,01-09-2025,4,The quality is top-notch.,Positive
525,1,1,23-11-2023,4,"I love this product, will buy again!",Positive
526,74,3,20-05-2025,3,"Good  quality, but could be cheaper.",Neutral
527,27,14,03-07-2024,3,Not worth  the money.,Neutral
528,81,16,09-11-2024,5,Five stars for the quick delivery.,Positive
529,19,11,05-05-2025,4,Five stars  for the quick delivery.,Positive
530,48,10,24-11-2025,5,"Great purchase, very satisfied.",Positive
531,65,3,21-07-2024,5,Exceeded my expectations!,Positive
532,6,6,30-05-2023,5,The quality is top-notch.,Positive
533,92,6,06-04-2024,4,The quality is top-notch.,Positive
534,41,2,02-07-2025,4,"Great purchase, very satisfied.",Positive
535,85,13,25-03-2023,4,"I love this product, will buy again!",Positive
536,33,19,29-12-2024,2,Not worth the money.,Negative
537,8,9,11-03-2023,4,Shipping was fast and the item  was well-packaged.,Positive
538,29,16,12-11-2025,4,"Good quality, but could be cheaper.",Positive
539,74,17,02-12-2024,4,The quality is top-notch.,Positive
540,28,18,09-12-2025,3,"Good quality, but could be cheaper.",Neutral
541,73,20,08-08-2025,5,"I love this product, will buy again!",Positive
542,49,5,11-07-2023,1,"Not  satisfied, the product broke after a week.",Negative
543,64,17,31-10-2023,5,The build quality is impressive.,Positive
544,65,6,29-10-2023,5,The quality is top-notch.,Positive
545,45,13,11-06-2024,4,Customer support was very helpful.,Positive
546,33,1,14-11-2024,5,Exceeded my expectations!,Positive
547,28,11,28-05-2024,1,The product arrived late.,Negative
548,40,12,11-01-2023,5,Amazing value for the price.,Positive
549,73,15,06-04-2025,4,Five stars for the quick  delivery.,Positive
550,51,12,07-10-2024,3,Shipping was fast and the item was well-packaged.,Neutral
551,45,2,17-04-2025,3,"Good quality, but could be cheaper.",Neutral
552,68,1,28-07-2023,4,"Great purchase, very satisfied.",Positive
553,60,20,26-04-2025,5,Customer support was very helpful.,Positive
554,18,1,16-08-2024,2,The product arrived late.,Negative
555,69,18,24-11-2025,5,Customer support was very helpful.,Positive
556,91,6,04-01-2025,4,"Great purchase, very satisfied.",Positive
557,55,10,28-07-2024,3,"Great purchase,  very satisfied.",Neutral
558,83,13,11-02-2025,4,"I love this product, will buy again!",Positive
559,46,12,16-05-2024,4,"I love this product, will buy again!",Positive
560,24,6,08-11-2024,5,Exceeded my expectations!,Positive
561,6,5,27-02-2025,1,The product stopped working after a month.,Negative
562,41,5,25-02-2024,3,Not worth the money.,Neutral
563,86,13,27-02-2025,4,"Good quality, but could be cheaper.",Positive
564,9,12,13-10-2025,5,Customer support was very helpful.,Positive
565,60,20,30-06-2024,1,"Terrible customer service, would not  buy again.",Negative
566,89,10,15-08-2025,4,Five  stars for the quick delivery.,Positive
567,78,16,21-02-2024,5,Shipping was fast and the item was well-packaged.,Positive
568,17,13,04-08-2024,4,"I love this product, will buy again!",Positive
569,58,9,17-07-2024,5,Exceeded my  expectations!,Positive
570,50,15,29-04-2025,4,Customer support was very helpful.,Positive
571,2,8,15-10-2024,3,"Average experience, nothing special.",Neutral
572,37,16,23-04-2025,4,"Great purchase, very  satisfied.",Positive
573,57,8,27-04-2024,4,Customer support was very helpful.,Positive
574,72,9,13-10-2025,5,Shipping was fast and the item was well-packaged.,Positive
575,93,14,19-09-2025,5,"Great purchase, very satisfied.",Positive
576,71,9,04-10-2025,5,Amazing value for the price.,Positive
577,65,9,18-04-2024,4,"I love this product, will buy again!",Positive
578,32,15,01-08-2023,5,The quality is top-notch.,Positive
579,24,8,16-01-2024,4,"Good quality, but could be cheaper.",Positive
580,48,1,15-04-2025,3,"Average  experience, nothing special.",Neutral
581,69,18,19-03-2024,4,The quality is top-notch.,Positive
582,65,9,29-01-2023,5,Exceeded my  expectations!,Positive
583,88,8,03-07-2025,5,Five stars for the quick delivery.,Positive
584,70,20,04-12-2024,4,Exceeded my expectations!,Positive
585,87,12,23-10-2025,4,"I love this product, will buy again!",Positive
586,7,17,11-04-2023,2,Not worth the money.,Negative
587,31,17,31-08-2025,3,Not worth  the money.,Neutral
588,39,18,03-09-2025,3,Shipping was fast and the item was well-packaged.,Neutral
589,64,4,21-03-2024,3,Not  worth the money.,Neutral
590,27,4,13-09-2024,3,Not worth the money.,Neutral
591,65,12,29-10-2024,5,Five stars  for the quick delivery.,Positive
592,100,1,18-01-2025,3,"The product is okay, but the instructions were unclear.",Neutral
593,62,8,12-06-2025,5,The build quality is impressive.,Positive
594,14,4,01-10-2025,2,Not worth the money.,Negative
595,46,5,18-09-2025,4,Exceeded  my expectations!,Positive
596,48,15,27-06-2025,3,"Good quality, but could  be cheaper.",Neutral
597,11,1,07-09-2025,5,The quality is top-notch.,Positive
598,3,2,04-08-2023,5,Amazing value for the price.,Positive
599,94,19,01-08-2025,5,Customer support was very helpful.,Positive
600,65,3,11-01-2025,2,Not worth  the money.,Negative
601,25,11,31-07-2025,5,Amazing  value for the price.,Positive
602,56,8,08-02-2023,3,Not worth the money.,Neutral
603,88,4,02-07-2024,5,Exceeded my expectations!,Positive
604,87,2,10-06-2023,3,"Average experience, nothing  special.",Neutral
605,1,3,17-06-2023,3,"The product is okay, but the instructions were unclear.",Neutral
606,48,8,14-10-2023,5,The build quality is impressive.,Positive
607,25,14,07-07-2025,3,"Great purchase, very satisfied.",Neutral
608,7,9,21-03-2023,4,"Great purchase, very satisfied.",Positive
609,40,10,23-10-2025,3,"Average experience, nothing special.",Neutral
610,69,3,29-01-2025,5,"Great purchase, very satisfied.",Positive
611,6,4,06-12-2023,2,"Average experience, nothing special.",Negative
612,38,2,17-06-2025,4,"I love this product, will buy again!",Positive
613,48,12,10-02-2025,3,"The product is okay, but the instructions  were unclear.",Neutral
614,23,2,20-01-2025,3,"I love this product, will buy again!",Neutral
615,98,1,08-01-2025,5,"Excellent  product, highly recommend!",Positive
616,38,20,14-11-2023,5,Shipping was fast and the item was well-packaged.,Positive
617,29,15,22-12-2025,4,Customer support was very helpful.,Positive
618,45,7,21-08-2024,4,Shipping was fast and the item  was well-packaged.,Positive
619,68,14,06-12-2023,5,Customer support was very helpful.,Positive
620,100,1,22-10-2024,5,Five stars for the quick delivery.,Positive
621,70,14,13-05-2025,2,The product arrived late.,Negative
622,30,4,22-12-2025,4,The quality  is top-notch.,Positive
623,5,1,15-06-2025,3,"Good quality, but could be cheaper.",Neutral
624,82,14,28-11-2023,5,Customer support was very helpful.,Positive
625,32,10,20-02-2023,5,"Great purchase, very  satisfied.",Positive
626,38,11,18-12-2025,5,Exceeded my expectations!,Positive
627,18,6,26-06-2023,5,Amazing value for  the price.,Positive
628,22,4,30-08-2025,3,"Average experience, nothing special.",Neutral
629,16,20,28-07-2024,5,Exceeded my  expectations!,Positive
630,31,10,14-08-2024,4,The quality is  top-notch.,Positive
631,73,12,30-10-2024,4,"Good quality, but could be  cheaper.",Positive
632,40,20,24-02-2023,3,"Average experience,  nothing special.",Neutral
633,52,3,26-12-2023,2,The  product arrived late.,Negative
634,27,13,25-02-2024,4,"Good quality, but could be  cheaper.",Positive
635,85,16,22-02-2023,3,"The product is okay, but the instructions were  unclear.",Neutral
636,37,13,18-12-2023,4,Shipping was fast and the item was well-packaged.,Positive
637,17,7,21-08-2024,3,"Good quality, but could be cheaper.",Neutral
638,63,16,23-08-2025,2,"Good quality, but could be cheaper.",Negative
639,14,12,07-07-2024,5,Amazing value for the price.,Positive
640,23,14,09-08-2024,3,"The product is okay,  but the instructions were unclear.",Neutral
641,58,9,05-01-2024,1,I had a bad experience with this product.,Negative
642,53,17,28-04-2025,2,Disappointed with the performance.,Negative
643,89,16,07-01-2024,5,"Excellent product, highly recommend!",Positive
644,97,10,25-11-2023,5,Customer support was very helpful.,Positive
645,23,20,02-11-2023,5,Customer support  was very helpful.,Positive
646,75,2,09-10-2023,5,"I  love this product, will buy again!",Positive
647,68,2,03-01-2023,4,Customer support was  very helpful.,Positive
648,76,5,19-03-2023,4,"I love this product, will buy again!",Positive
649,8,17,05-02-2025,2,Not worth the money.,Negative
650,28,3,08-11-2024,4,Five stars for the quick delivery.,Positive
651,38,9,10-09-2024,4,"Good quality, but could be cheaper.",Positive
652,39,19,06-05-2025,5,The quality is top-notch.,Positive
653,66,16,14-01-2025,5,Amazing value for the price.,Positive
654,46,8,01-01-2023,1,The color was different from what was shown.,Negative
655,63,16,06-04-2023,4,The quality is top-notch.,Positive
656,17,11,22-07-2024,3,"Good quality,  but could be cheaper.",Neutral
657,35,11,18-10-2025,5,"Excellent product, highly recommend!",Positive
658,3,18,16-06-2025,1,Not worth the  money.,Negative
659,29,20,16-03-2023,5,The build quality is impressive.,Positive
660,62,5,06-10-2023,5,Shipping was fast and the item was well-packaged.,Positive
661,40,18,20-09-2025,2,"Average experience, nothing special.",Negative
662,15,5,24-03-2025,4,Shipping was fast and the item was well-packaged.,Positive
663,23,10,26-05-2025,5,"Excellent product, highly  recommend!",Positive
664,31,16,11-08-2025,3,"The product is okay, but the instructions were unclear.",Neutral
665,99,12,03-01-2024,2,Product did not meet my expectations.,Negative
666,53,19,25-05-2024,3,Not  worth the money.,Neutral
667,80,14,08-01-2024,4,The quality  is top-notch.,Positive
668,55,4,25-04-2024,5,"Excellent product,  highly recommend!",Positive
669,19,19,31-12-2025,4,Five stars for the quick delivery.,Positive
670,53,13,31-03-2024,5,The build quality is  impressive.,Positive
671,24,5,28-03-2023,3,"The product is okay, but the instructions were unclear.",Neutral
672,95,14,15-02-2025,5,"Great  purchase, very satisfied.",Positive
673,74,12,16-10-2025,4,Customer support was very helpful.,Positive
674,29,1,30-08-2023,3,"The product is okay, but the instructions were unclear.",Neutral
675,24,9,07-02-2025,2,Not worth the money.,Negative
676,6,12,14-03-2024,5,The build quality is  impressive.,Positive
677,6,17,29-03-2024,4,Five  stars for the quick delivery.,Positive
678,49,9,19-05-2025,3,"Average experience, nothing special.",Neutral
679,10,8,29-09-2025,2,Not worth the money.,Negative
680,60,20,12-06-2025,4,Exceeded my  expectations!,Positive
681,48,16,21-03-2024,5,The quality is top-notch.,Positive
682,80,11,05-01-2023,1,"Not satisfied, the product broke after a week.",Negative
683,22,10,06-04-2025,3,"Good quality, but could be cheaper.",Neutral
684,92,12,12-01-2025,2,Product did not meet my expectations.,Negative
685,86,14,22-03-2024,1,The color was different from what was shown.,Negative
686,31,17,09-05-2023,5,"I  love this product, will buy again!",Positive
687,86,17,16-07-2023,2,Not worth the money.,Negative
688,32,12,07-07-2025,4,Customer support was very helpful.,Positive
689,34,16,23-04-2025,4,Customer support was very helpful.,Positive
690,61,19,11-10-2023,4,Five stars for the quick delivery.,Positive
691,40,7,27-07-2024,3,Five stars for the quick delivery.,Neutral
692,64,10,22-12-2023,3,Not worth the  money.,Neutral
693,58,10,31-08-2023,5,The build quality is  impressive.,Positive
694,27,13,05-07-2024,3,"Average experience, nothing special.",Neutral
695,13,14,15-09-2023,4,Customer support  was very helpful.,Positive
696,48,11,07-10-2023,4,Five stars for the quick delivery.,Positive
697,13,7,21-09-2024,4,"Great purchase, very satisfied.",Positive
698,4,18,28-06-2023,3,"The product is okay, but the instructions were unclear.",Neutral
699,42,19,30-01-2023,3,Not worth the money.,Neutral
700,14,2,23-11-2023,4,"I  love this product, will buy again!",Positive
701,68,4,02-01-2023,5,Shipping was fast and the item was well-packaged.,Positive
702,92,3,06-02-2025,3,Not worth the money.,Neutral
703,3,16,17-04-2024,5,Five stars for the quick delivery.,Positive
704,8,20,26-09-2024,5,Exceeded my expectations!,Positive
705,88,11,25-05-2025,5,Exceeded  my expectations!,Positive
706,75,5,03-01-2024,5,Exceeded my  expectations!,Positive
707,96,16,08-08-2024,2,Not worth the money.,Negative
708,70,17,20-01-2024,5,The build quality is impressive.,Positive
709,1,16,25-02-2023,5,Customer support was very helpful.,Positive
710,88,7,26-09-2025,5,Customer support was very helpful.,Positive
711,39,12,07-12-2023,5,"Excellent  product, highly recommend!",Positive
712,53,17,17-09-2024,3,Not worth the money.,Neutral
713,55,12,12-12-2024,4,"I love this product, will buy again!",Positive
714,76,2,11-01-2023,4,"Good quality, but could be cheaper.",Positive
715,13,2,26-03-2024,4,"Great purchase, very satisfied.",Positive
716,64,2,12-08-2023,3,"Good quality, but could be cheaper.",Neutral
717,82,1,07-03-2025,5,Exceeded my expectations!,Positive
718,30,20,19-05-2023,1,"Terrible customer service, would not buy again.",Negative
719,24,4,03-12-2025,2,"The product is okay, but the instructions were unclear.",Negative
720,41,4,05-08-2025,5,Shipping was fast and the item was  well-packaged.,Positive
721,4,15,25-09-2024,2,Not  worth the money.,Negative
722,68,16,14-10-2025,4,The quality is top-notch.,Positive
723,84,7,22-11-2023,2,The product arrived late.,Negative
724,31,3,21-01-2024,4,Shipping was fast and the item was well-packaged.,Positive
725,13,6,30-09-2025,4,The quality is top-notch.,Positive
726,33,20,16-10-2024,5,Customer support was  very helpful.,Positive
727,39,1,24-09-2025,3,"Average experience, nothing special.",Neutral
728,30,1,23-08-2024,5,Customer support was very helpful.,Positive
729,99,9,17-03-2023,1,Not worth the money.,Negative
730,67,6,15-01-2025,4,The quality is  top-notch.,Positive
731,4,7,13-07-2023,5,The build  quality is impressive.,Positive
732,56,20,02-03-2025,4,"Excellent product, highly recommend!",Positive
733,75,13,07-11-2024,4,Customer support was very helpful.,Positive
734,63,2,10-03-2024,5,Five stars for the quick delivery.,Positive
735,22,15,02-03-2024,4,Customer support was very helpful.,Positive
736,72,6,17-10-2023,5,"Excellent product, highly recommend!",Positive
737,45,15,11-10-2023,3,Not worth the money.,Neutral
738,3,12,22-08-2025,4,"Good quality, but could be cheaper.",Positive
739,70,18,05-07-2023,3,"Average experience, nothing special.",Neutral
740,33,5,05-02-2025,2,"Good quality, but could be cheaper.",Negative
741,3,9,24-05-2025,3,Not  worth the money.,Neutral
742,84,7,03-03-2025,3,"Good quality, but could be cheaper.",Neutral
743,89,3,15-05-2023,3,Not worth the money.,Neutral
744,63,19,31-03-2023,3,Not worth the money.,Neutral
745,85,12,17-05-2024,5,Exceeded my expectations!,Positive
746,24,13,28-03-2024,5,"I love  this product, will buy again!",Positive
747,84,1,27-04-2023,5,"I love this product, will buy again!",Positive
748,100,13,15-09-2025,3,"Great purchase,  very satisfied.",Neutral
749,64,13,28-06-2025,2,Not worth the money.,Negative
750,3,5,20-06-2024,4,The  quality is top-notch.,Positive
751,58,17,11-07-2025,5,"I love this product, will buy again!",Positive
752,7,12,11-10-2024,1,Not worth the money.,Negative
753,94,4,29-01-2023,5,The build quality is impressive.,Positive
754,55,11,11-07-2025,4,The quality is top-notch.,Positive
755,27,15,31-03-2024,4,"Great purchase, very satisfied.",Positive
756,94,8,25-03-2025,4,"Good quality, but could be cheaper.",Positive
757,8,13,27-09-2023,4,Shipping was fast and the item was well-packaged.,Positive
758,53,1,23-05-2024,2,"Average experience, nothing  special.",Negative
759,21,16,13-12-2024,2,Product did not meet my expectations.,Negative
760,100,5,18-12-2025,3,Not  worth the money.,Neutral
761,49,16,17-03-2025,3,Customer support was very helpful.,Neutral
762,39,13,31-05-2025,4,Shipping was fast and the item was well-packaged.,Positive
763,54,16,16-08-2023,3,"The product is okay, but the instructions were unclear.",Neutral
764,84,11,08-07-2024,1,"Terrible customer service, would not buy again.",Negative
765,74,18,11-12-2024,1,Disappointed with the performance.,Negative
766,83,7,31-07-2025,4,Five stars for the quick delivery.,Positive
767,48,11,09-10-2023,5,Exceeded  my expectations!,Positive
768,24,16,18-02-2023,4,Shipping was fast and the item was well-packaged.,Positive
769,77,7,02-09-2024,5,"Excellent product,  highly recommend!",Positive
770,52,1,02-02-2025,4,Customer support was very helpful.,Positive
771,32,12,21-03-2025,4,"Good quality, but could be cheaper.",Positive
772,62,4,13-09-2023,4,Five  stars for the quick delivery.,Positive
773,17,14,21-06-2024,2,Disappointed with the performance.,Negative
774,46,6,10-12-2025,5,"Great purchase,  very satisfied.",Positive
775,13,16,31-08-2025,4,"Great purchase, very  satisfied.",Positive
776,17,13,12-01-2023,5,Customer support was very helpful.,Positive
777,81,6,14-02-2024,5,Five stars for the quick delivery.,Positive
778,97,7,11-06-2025,5,The quality is  top-notch.,Positive
779,66,17,25-05-2025,5,Five stars for the quick delivery.,Positive
780,83,1,23-10-2025,5,The build quality is impressive.,Positive
781,68,13,06-06-2024,5,Exceeded my expectations!,Positive
782,25,3,19-08-2024,5,Customer support was very helpful.,Positive
783,21,18,30-11-2024,5,The build quality is impressive.,Positive
784,22,16,09-12-2024,2,"The product is okay, but the instructions were unclear.",Negative
785,9,10,11-10-2025,4,"I love this product, will buy again!",Positive
786,37,13,29-07-2025,5,Five stars for the quick delivery.,Positive
787,59,5,08-08-2024,3,"Average experience, nothing special.",Neutral
788,83,15,16-05-2025,3,Customer support was  very helpful.,Neutral
789,7,17,08-04-2023,5,Amazing value for the price.,Positive
790,73,9,08-06-2024,4,Shipping was fast and the item was well-packaged.,Positive
791,11,18,27-06-2023,3,"Average experience, nothing  special.",Neutral
792,88,14,29-07-2023,3,"The product is  okay, but the instructions were unclear.",Neutral
793,53,7,21-05-2025,5,"I love this product, will buy again!",Positive
794,24,17,03-12-2024,5,"Excellent product, highly recommend!",Positive
795,4,14,16-12-2024,5,Customer support was very helpful.,Positive
796,27,17,27-02-2025,5,The build quality is impressive.,Positive
797,68,19,22-02-2025,5,The quality is  top-notch.,Positive
798,95,13,22-08-2023,2,"Average experience, nothing special.",Negative
799,96,9,17-07-2025,3,"Average experience, nothing special.",Neutral
800,74,8,23-05-2024,5,Five stars for the quick delivery.,Positive
801,36,10,09-01-2023,2,Not worth the money.,Negative
802,12,16,04-03-2023,5,Shipping was fast and the item was well-packaged.,Positive
803,6,11,22-09-2023,4,"I love this product, will buy again!",Positive
804,16,8,22-09-2025,3,"Good quality, but could be cheaper.",Neutral
805,76,20,28-10-2024,2,Not worth the money.,Negative
806,18,9,28-08-2023,5,The quality is top-notch.,Positive
807,68,8,06-03-2025,3,"The product is okay, but the instructions were unclear.",Neutral
808,49,6,12-12-2025,3,"Good quality, but could be  cheaper.",Neutral
809,37,17,20-08-2023,2,Product did not meet my  expectations.,Negative
810,56,2,24-06-2025,2,Disappointed with the performance.,Negative
811,10,2,28-01-2024,3,"The product is okay, but the instructions were unclear.",Neutral
812,80,20,19-04-2025,4,"I love this product, will  buy again!",Positive
813,58,15,28-03-2024,5,The quality is top-notch.,Positive
814,93,3,28-10-2024,3,Not worth the money.,Neutral
815,72,6,19-11-2025,1,I had a bad experience  with this product.,Negative
816,91,1,11-01-2024,4,"Great purchase,  very satisfied.",Positive
817,6,15,17-11-2024,3,Five stars for the quick delivery.,Neutral
818,55,20,11-12-2023,3,"Average experience, nothing  special.",Neutral
819,20,15,12-05-2024,4,Shipping was fast and the item  was well-packaged.,Positive
820,47,19,10-04-2023,3,Not worth the money.,Neutral
821,98,12,19-10-2025,3,"The product is okay, but the instructions were unclear.",Neutral
822,47,15,28-01-2023,4,"Great purchase, very satisfied.",Positive
823,59,14,29-09-2024,5,Five  stars for the quick delivery.,Positive
824,77,13,30-07-2024,3,"Good quality, but could be cheaper.",Neutral
825,21,18,10-01-2023,1,"Not satisfied, the product broke after a week.",Negative
826,8,11,29-10-2024,4,"Great purchase, very satisfied.",Positive
827,84,18,05-04-2025,5,Shipping was fast and the item was well-packaged.,Positive
828,53,20,28-02-2025,5,"I love this product, will buy again!",Positive
829,31,9,17-05-2023,4,"Great purchase, very satisfied.",Positive
830,61,19,23-07-2025,2,"Average experience, nothing  special.",Negative
831,48,17,30-08-2025,3,Not worth the money.,Neutral
832,44,17,23-04-2024,3,"Average experience, nothing special.",Neutral
833,31,18,29-08-2023,5,Exceeded my  expectations!,Positive
834,74,1,21-09-2025,2,"Average  experience, nothing special.",Negative
835,12,12,07-05-2024,5,Exceeded my expectations!,Positive
836,52,9,25-10-2023,1,Product did  not meet my expectations.,Negative
837,19,16,11-12-2023,5,Customer support was very helpful.,Positive
838,61,17,21-04-2024,5,Shipping was fast and the  item was well-packaged.,Positive
839,79,7,02-08-2024,4,Shipping  was fast and the item was well-packaged.,Positive
840,44,10,30-01-2023,4,The quality is top-notch.,Positive
841,88,10,25-08-2023,3,"The product is okay, but the instructions were unclear.",Neutral
842,70,17,03-10-2024,5,The build quality is impressive.,Positive
843,51,13,28-08-2025,2,Not worth  the money.,Negative
844,66,10,01-07-2023,4,"I love this product, will  buy again!",Positive
845,89,7,26-07-2023,3,"The product is okay, but the instructions were unclear.",Neutral
846,17,17,22-04-2024,4,The quality is top-notch.,Positive
847,6,5,29-05-2025,1,"Terrible customer service, would not buy again.",Negative
848,6,18,08-03-2023,1,The product stopped working after a month.,Negative
849,78,10,01-02-2025,2,"Good quality, but could be cheaper.",Negative
850,89,12,24-07-2023,4,The quality is top-notch.,Positive
851,31,12,29-11-2025,5,The quality is top-notch.,Positive
852,37,11,03-12-2024,4,Customer support was very helpful.,Positive
853,42,11,19-05-2023,3,"The product is okay, but  the instructions were unclear.",Neutral
854,7,5,09-06-2025,5,Shipping was fast  and the item was well-packaged.,Positive
855,2,7,08-01-2024,2,Not worth the money.,Negative
856,23,6,03-01-2023,5,Customer support was very helpful.,Positive
857,11,15,17-10-2023,4,"Great purchase, very satisfied.",Positive
858,92,17,05-05-2025,3,"Average experience, nothing special.",Neutral
859,6,19,25-06-2024,5,Amazing value for the price.,Positive
860,27,5,26-01-2025,3,Not worth  the money.,Neutral
861,70,8,18-04-2024,5,"I love this product, will buy again!",Positive
862,4,10,17-01-2025,2,Disappointed with the performance.,Negative
863,93,5,05-07-2025,3,"The product is okay, but the  instructions were unclear.",Neutral
864,85,1,16-01-2025,4,Customer support was very  helpful.,Positive
865,17,13,03-03-2025,4,"Good quality, but could be cheaper.",Positive
866,36,16,03-03-2025,5,Customer support was very helpful.,Positive
867,7,8,20-07-2023,1,"Terrible customer service, would not buy again.",Negative
868,10,14,01-11-2024,4,Customer support was very helpful.,Positive
869,18,3,02-02-2023,4,Five stars for the quick delivery.,Positive
870,19,2,19-03-2023,3,"Average experience, nothing special.",Neutral
871,3,5,20-03-2024,5,The  build quality is impressive.,Positive
872,96,3,14-04-2025,2,Product did  not meet my expectations.,Negative
873,82,15,21-06-2025,5,Shipping was fast and the item was well-packaged.,Positive
